date,city,temperature,humidity,pressure,wind_speed,rainfall,weather_condition
2023-10-14,Chennai,37.5,99,995,17.0,122.9,Cloudy
2023-10-15,Nagpur,17.4,82,1000,14.3,93.3,Stormy
2023-10-16,Hyderabad,17.3,68,989,0.7,154.9,Cloudy
2023-10-17,Pune,37.7,23,994,2.9,127.1,Cloudy
2023-10-18,Bangalore,27.0,29,1023,5.4,198.6,Stormy
2023-10-19,Bangalore,31.8,72,996,20.2,126.9,Foggy
2023-10-20,Ahmedabad,28.7,24,983,8.6,138.1,Foggy
2023-10-21,Chennai,41.2,46,986,16.1,190.7,Stormy
2023-10-22,Delhi,28.5,88,990,0.7,73.9,Stormy
2023-10-23,Kolkata,27.8,30,1019,19.3,103.6,Stormy
2023-10-24,Nagpur,28.1,38,984,9.1,111.0,Rainy
2023-10-25,Delhi,37.9,29,992,8.9,15.8,Stormy
2023-10-26,Ahmedabad,36.5,73,1030,4.9,156.2,Stormy
2023-10-27,Bangalore,32.9,53,1011,5.0,142.1,Sunny
2023-10-28,Ahmedabad,32.0,52,1024,19.5,188.7,Rainy
2023-10-29,Pune,37.3,95,1035,4.1,199.5,Foggy
2023-10-30,Hyderabad,44.3,36,1031,22.5,138.0,Sunny
2023-10-31,Pune,29.1,76,998,5.0,111.4,Sunny
2023-11-01,Ahmedabad,39.6,81,985,16.7,190.1,Sunny
2023-11-02,Ahmedabad,32.4,78,1016,3.7,122.3,Rainy
2023-11-03,Pune,27.6,66,1038,10.8,110.5,Sunny
2023-11-04,Mumbai,22.1,58,1016,15.3,161.4,Sunny
2023-11-05,Hyderabad,23.7,31,982,18.1,149.0,Foggy
2023-11-06,Delhi,23.0,47,1012,14.6,145.1,Stormy
2023-11-07,Delhi,43.1,42,1037,5.0,56.1,Sunny
2023-11-08,Chennai,20.9,79,995,22.3,185.6,Rainy
2023-11-09,Mumbai,39.4,24,982,1.7,172.6,Stormy
2023-11-10,Nagpur,25.0,36,1028,0.6,189.8,Cloudy
2023-11-11,Jaipur,32.5,88,991,11.2,61.8,Foggy
2023-11-12,Hyderabad,31.7,41,997,22.5,33.9,Rainy
2023-11-13,Delhi,37.4,36,1008,13.8,49.4,Sunny
2023-11-14,Bangalore,39.2,78,1019,22.0,59.5,Stormy
2023-11-15,Mumbai,16.1,99,1036,1.0,151.3,Rainy
2023-11-16,Kolkata,23.5,62,986,8.5,124.9,Stormy
2023-11-17,Kolkata,15.5,66,1020,22.8,187.1,Cloudy
2023-11-18,Jaipur,35.4,90,1008,18.3,108.8,Cloudy
2023-11-19,Ahmedabad,31.8,34,1041,11.3,112.4,Foggy
2023-11-20,Nagpur,26.1,84,1004,8.4,130.4,Foggy
2023-11-21,Delhi,24.0,93,1014,4.3,31.7,Stormy
2023-11-22,Ahmedabad,17.6,21,991,17.7,161.8,Rainy
2023-11-23,Ahmedabad,21.3,96,1030,9.4,166.3,Rainy
2023-11-24,Mumbai,35.7,93,1027,11.1,174.4,Stormy
2023-11-25,Chennai,37.4,28,1006,10.4,11.7,Rainy
2023-11-26,Chennai,16.7,78,998,6.2,16.1,Stormy
2023-11-27,Bangalore,19.6,32,991,0.4,168.5,Stormy
2023-11-28,Mumbai,39.8,68,1029,0.6,5.0,Cloudy
2023-11-29,Pune,38.9,50,984,3.1,57.3,Rainy
2023-11-30,Kolkata,38.5,61,990,6.3,130.8,Foggy
2023-12-01,Chennai,30.9,85,1043,8.9,98.9,Foggy
2023-12-02,Jaipur,29.5,64,1032,1.7,34.3,Stormy
2023-12-03,Mumbai,28.8,98,1036,20.0,160.0,Foggy
2023-12-04,Mumbai,18.4,28,983,15.4,123.3,Stormy
2023-12-05,Nagpur,24.3,96,1024,23.8,197.6,Cloudy
2023-12-06,Delhi,18.8,62,1028,2.8,195.5,Stormy
2023-12-07,Chennai,17.3,93,1042,20.0,183.1,Stormy
2023-12-08,Ahmedabad,26.1,65,1039,10.4,23.7,Rainy
2023-12-09,Nagpur,15.0,89,1029,19.7,140.9,Rainy
2023-12-10,Jaipur,40.7,40,1016,18.2,111.5,Stormy
2023-12-11,Bangalore,41.3,55,995,19.2,180.5,Cloudy
2023-12-12,Mumbai,40.3,29,1042,7.7,165.2,Cloudy
2023-12-13,Jaipur,41.1,51,983,11.6,49.7,Foggy
2023-12-14,Pune,34.5,90,987,4.0,188.7,Cloudy
2023-12-15,Kolkata,41.9,92,1047,8.6,173.1,Stormy
2023-12-16,Ahmedabad,34.8,23,1041,16.6,142.0,Rainy
2023-12-17,Bangalore,29.4,20,1038,1.2,162.5,Rainy
2023-12-18,Kolkata,24.4,89,1003,16.8,110.8,Foggy
2023-12-19,Chennai,23.6,53,1009,20.4,152.2,Cloudy
2023-12-20,Chennai,39.7,82,995,5.1,12.4,Foggy
2023-12-21,Ahmedabad,41.1,38,1015,17.7,131.3,Cloudy
2023-12-22,Pune,42.2,67,1049,0.5,10.4,Foggy
2023-12-23,Kolkata,17.8,95,983,16.6,25.1,Cloudy
2023-12-24,Kolkata,15.3,87,1026,15.6,91.3,Rainy
2023-12-25,Delhi,38.5,76,1032,24.8,180.3,Sunny
2023-12-26,Hyderabad,21.2,83,995,9.3,64.3,Foggy
2023-12-27,Pune,25.9,64,996,19.8,60.4,Cloudy
2023-12-28,Ahmedabad,27.1,51,996,4.9,131.3,Foggy
2023-12-29,Jaipur,20.0,39,985,10.2,46.7,Stormy
2023-12-30,Nagpur,26.2,67,1028,14.4,0.2,Rainy
2023-12-31,Delhi,18.1,65,1034,0.9,190.4,Foggy
2023-01-01,Bangalore,38.5,46,993,9.3,79.1,Stormy
2023-01-02,Mumbai,19.7,65,1016,13.2,54.1,Stormy
2023-01-03,Mumbai,20.3,78,982,16.0,148.3,Foggy
2023-01-04,Jaipur,26.1,56,1013,8.2,160.6,Stormy
2023-01-05,Chennai,44.2,82,1044,19.2,20.1,Cloudy
2023-01-06,Bangalore,45.0,64,1017,14.5,117.8,Stormy
2023-01-07,Jaipur,32.8,73,1014,8.2,23.7,Stormy
2023-01-08,Ahmedabad,35.9,93,989,7.1,74.8,Cloudy
2023-01-09,Bangalore,33.9,42,1007,0.4,49.8,Sunny
2023-01-10,Delhi,44.6,97,1025,13.4,106.9,Foggy
2023-01-11,Hyderabad,43.0,37,1047,22.0,187.0,Rainy
2023-01-12,Nagpur,27.1,86,987,2.1,123.9,Rainy
2023-01-13,Bangalore,25.1,43,1034,22.2,116.0,Rainy
2023-01-14,Delhi,21.0,41,980,20.7,158.7,Cloudy
2023-01-15,Hyderabad,18.4,69,1010,11.7,151.3,Stormy
2023-01-16,Chennai,41.9,73,985,5.4,139.7,Foggy
2023-01-17,Pune,28.1,82,1008,12.4,55.2,Stormy
2023-01-18,Bangalore,20.6,52,1024,6.5,62.9,Cloudy
2023-01-19,Kolkata,26.0,38,1032,7.0,119.9,Stormy
2023-01-20,Bangalore,27.2,35,1034,3.0,199.8,Stormy
2023-01-21,Kolkata,16.4,50,980,5.8,139.1,Rainy
2023-01-22,Bangalore,39.3,50,993,19.4,191.9,Sunny
2023-01-23,Delhi,25.9,94,1034,18.9,49.8,Rainy
2023-01-24,Kolkata,27.0,97,1021,9.2,95.0,Foggy
2023-01-25,Ahmedabad,29.6,75,983,11.0,29.5,Sunny
2023-01-26,Hyderabad,32.0,92,1042,7.0,70.8,Cloudy
2023-01-27,Kolkata,37.5,45,1049,23.8,196.8,Stormy
2023-01-28,Mumbai,37.5,64,1037,19.6,80.1,Cloudy
2023-01-29,Pune,37.5,83,1020,7.1,90.1,Sunny
2023-01-30,Jaipur,18.8,37,1009,7.0,140.0,Stormy
2023-01-31,Jaipur,27.3,38,1023,15.2,132.2,Sunny
2023-02-01,Mumbai,23.6,70,1050,2.5,141.4,Stormy
2023-02-02,Bangalore,23.4,20,1043,0.0,58.0,Stormy
2023-02-03,Hyderabad,42.8,50,1047,1.1,75.1,Sunny
2023-02-04,Ahmedabad,19.2,44,1007,0.6,43.8,Sunny
2023-02-05,Mumbai,19.8,62,983,11.9,106.9,Cloudy
2023-02-06,Bangalore,41.0,28,1028,15.0,65.2,Foggy
2023-02-07,Hyderabad,40.9,51,1042,1.0,100.6,Cloudy
2023-02-08,Jaipur,24.5,91,1048,0.6,86.0,Stormy
2023-02-09,Delhi,37.5,62,1008,0.9,140.1,Stormy
2023-02-10,Nagpur,35.0,43,1042,13.6,126.6,Sunny
2023-02-11,Mumbai,38.6,22,1050,19.9,176.3,Rainy
2023-02-12,Hyderabad,34.0,41,1004,17.3,156.6,Cloudy
2023-02-13,Hyderabad,33.9,94,999,12.9,115.7,Rainy
2023-02-14,Bangalore,36.4,86,1023,24.4,167.9,Sunny
2023-02-15,Chennai,41.4,32,1001,21.2,122.1,Cloudy
2023-02-16,Kolkata,18.6,57,1011,5.8,0.1,Foggy
2023-02-17,Ahmedabad,38.0,91,1027,16.4,109.7,Foggy
2023-02-18,Hyderabad,28.9,49,1004,4.8,30.2,Rainy
2023-02-19,Nagpur,19.5,96,1027,3.3,28.6,Rainy
2023-02-20,Delhi,19.1,88,983,14.0,77.2,Foggy
2023-02-21,Mumbai,30.3,87,984,20.8,26.5,Stormy
2023-02-22,Chennai,15.2,92,1031,9.7,93.6,Foggy
2023-02-23,Mumbai,25.3,84,1028,3.1,75.2,Foggy
2023-02-24,Mumbai,16.9,20,1024,11.5,102.0,Cloudy
2023-02-25,Delhi,18.3,74,1021,19.7,81.3,Rainy
2023-02-26,Nagpur,16.8,20,1012,22.8,132.7,Foggy
2023-02-27,Mumbai,28.0,86,1037,11.2,30.6,Sunny
2023-02-28,Ahmedabad,20.7,97,1042,20.2,18.5,Rainy
2023-03-01,Jaipur,26.0,97,1038,14.3,190.0,Stormy
2023-03-02,Jaipur,35.4,33,1004,2.9,182.5,Sunny
2023-03-03,Bangalore,19.6,72,999,8.1,191.4,Foggy
2023-03-04,Ahmedabad,44.7,45,1039,14.1,27.8,Rainy
2023-03-05,Bangalore,22.7,42,1006,3.0,118.5,Foggy
2023-03-06,Kolkata,38.5,42,990,15.0,109.0,Sunny
2023-03-07,Jaipur,34.0,98,995,5.5,56.9,Sunny
2023-03-08,Ahmedabad,40.7,81,980,7.9,22.8,Stormy
2023-03-09,Hyderabad,26.1,59,1013,2.7,87.6,Rainy
2023-03-10,Mumbai,25.8,89,1019,5.3,76.1,Cloudy
2023-03-11,Ahmedabad,27.4,35,987,10.0,86.6,Rainy
2023-03-12,Mumbai,41.8,85,998,7.2,144.5,Stormy
2023-03-13,Mumbai,26.9,40,1000,17.1,160.4,Stormy
2023-03-14,Jaipur,38.6,62,982,8.0,79.6,Cloudy
2023-03-15,Bangalore,32.4,26,993,13.4,3.3,Foggy
2023-03-16,Mumbai,31.8,63,985,10.9,93.9,Rainy
2023-03-17,Kolkata,27.8,35,1042,6.6,17.2,Cloudy
2023-03-18,Hyderabad,28.1,92,1030,24.6,89.6,Sunny
2023-03-19,Ahmedabad,17.3,23,992,22.4,107.6,Sunny
2023-03-20,Hyderabad,34.0,66,1026,0.5,171.6,Stormy
2023-03-21,Mumbai,23.7,54,1003,21.2,113.1,Cloudy
2023-03-22,Mumbai,33.2,45,989,9.7,191.7,Stormy
2023-03-23,Kolkata,18.5,29,1043,12.7,12.0,Cloudy
2023-03-24,Hyderabad,15.6,66,987,19.5,99.7,Cloudy
2023-03-25,Jaipur,41.0,69,1049,13.2,156.0,Cloudy
2023-03-26,Hyderabad,15.7,68,1005,1.2,195.9,Cloudy
2023-03-27,Chennai,24.7,68,1041,11.8,71.3,Cloudy
2023-03-28,Ahmedabad,43.2,88,1011,8.8,43.4,Cloudy
2023-03-29,Ahmedabad,18.3,53,1013,23.6,55.5,Rainy
2023-03-30,Delhi,30.3,25,996,7.1,184.2,Rainy
2023-03-31,Ahmedabad,31.6,23,1022,24.9,3.9,Cloudy
2023-04-01,Kolkata,17.5,49,999,3.5,3.1,Rainy
2023-04-02,Pune,32.5,55,1024,6.5,144.2,Sunny
2023-04-03,Ahmedabad,29.3,24,1014,20.9,50.3,Foggy
2023-04-04,Bangalore,29.4,93,1035,13.4,163.8,Cloudy
2023-04-05,Nagpur,27.9,61,992,16.7,185.9,Cloudy
2023-04-06,Mumbai,27.4,46,1036,21.9,180.6,Cloudy
2023-04-07,Chennai,24.9,57,993,14.0,145.6,Stormy
2023-04-08,Kolkata,28.1,91,988,24.0,23.5,Rainy
2023-04-09,Bangalore,16.6,20,991,0.3,167.1,Cloudy
2023-04-10,Bangalore,33.5,53,1034,17.0,60.7,Stormy
2023-04-11,Kolkata,35.8,64,1036,24.3,112.0,Rainy
2023-04-12,Nagpur,26.9,27,1016,4.3,180.5,Sunny
2023-04-13,Kolkata,42.2,27,1011,20.0,140.3,Stormy
2023-04-14,Chennai,30.8,98,980,20.6,123.6,Foggy
2023-04-15,Hyderabad,20.2,48,1030,6.9,89.0,Stormy
2023-04-16,Pune,21.6,51,1004,10.4,54.9,Sunny
2023-04-17,Hyderabad,19.2,68,995,23.6,92.0,Sunny
2023-04-18,Jaipur,39.4,99,1009,23.6,67.0,Cloudy
2023-04-19,Bangalore,16.8,69,1043,1.5,84.6,Sunny
2023-04-20,Hyderabad,43.3,60,1047,14.7,108.0,Rainy
2023-04-21,Ahmedabad,16.3,75,1042,21.6,130.6,Stormy
2023-04-22,Mumbai,27.4,60,995,9.8,86.7,Foggy
2023-04-23,Kolkata,21.4,94,1008,13.4,4.5,Cloudy
2023-04-24,Nagpur,41.3,96,1036,11.9,83.6,Foggy
2023-04-25,Hyderabad,25.0,46,1026,17.7,167.8,Rainy
2023-04-26,Bangalore,37.4,56,1013,3.1,68.3,Sunny
2023-04-27,Nagpur,22.6,52,1027,8.9,57.9,Sunny
2023-04-28,Mumbai,40.0,76,1037,8.7,198.7,Sunny
2023-04-29,Mumbai,37.2,25,1003,23.2,64.3,Cloudy
2023-04-30,Jaipur,28.7,67,983,17.5,13.3,Foggy
2023-05-01,Hyderabad,18.8,98,1029,10.1,190.3,Cloudy
2023-05-02,Hyderabad,15.7,23,1000,10.5,41.2,Foggy
2023-05-03,Delhi,34.1,69,981,20.8,99.3,Stormy
2023-05-04,Hyderabad,22.2,43,994,17.3,47.7,Foggy
2023-05-05,Jaipur,15.9,95,989,24.7,63.4,Foggy
2023-05-06,Delhi,29.6,27,1025,3.7,142.9,Rainy
2023-05-07,Pune,21.1,20,1002,4.3,83.7,Foggy
2023-05-08,Jaipur,43.9,43,1015,18.5,172.5,Sunny
2023-05-09,Chennai,39.6,34,1008,23.4,77.2,Stormy
2023-05-10,Hyderabad,37.6,37,982,1.5,171.9,Cloudy
2023-05-11,Mumbai,30.0,41,1038,18.4,108.9,Sunny
2023-05-12,Jaipur,21.7,21,1046,3.2,147.6,Rainy
2023-05-13,Bangalore,30.0,30,1026,22.5,51.0,Cloudy
2023-05-14,Jaipur,26.5,58,1011,18.2,82.0,Cloudy
2023-05-15,Jaipur,40.4,23,994,23.7,145.2,Stormy
2023-05-16,Mumbai,15.5,74,1028,4.6,149.5,Cloudy
2023-05-17,Mumbai,33.3,94,1000,22.4,88.3,Foggy
2023-05-18,Pune,24.7,90,1038,11.9,40.7,Foggy
2023-05-19,Ahmedabad,28.7,37,984,18.3,67.7,Stormy
2023-05-20,Ahmedabad,42.7,51,996,18.5,79.4,Cloudy
2023-05-21,Hyderabad,17.0,84,1028,15.9,126.0,Stormy
2023-05-22,Pune,43.4,41,985,19.4,51.6,Foggy
2023-05-23,Ahmedabad,34.5,45,1024,17.7,101.3,Sunny
2023-05-24,Chennai,16.6,51,999,22.9,91.2,Cloudy
2023-05-25,Hyderabad,25.4,74,1047,6.6,126.9,Rainy
2023-05-26,Mumbai,15.0,91,1024,6.2,79.5,Rainy
2023-05-27,Kolkata,35.0,31,1021,21.6,146.9,Rainy
2023-05-28,Bangalore,24.9,93,980,23.7,105.4,Stormy
2023-05-29,Nagpur,27.3,85,1024,9.7,84.9,Rainy
2023-05-30,Ahmedabad,15.4,100,988,18.8,156.0,Sunny
2023-05-31,Kolkata,31.1,35,1017,9.5,196.7,Rainy
2023-06-01,Delhi,18.8,41,981,23.6,168.0,Stormy
2023-06-02,Nagpur,38.2,32,980,2.0,192.7,Cloudy
2023-06-03,Kolkata,42.8,66,995,24.7,163.7,Rainy
2023-06-04,Ahmedabad,21.3,93,1000,21.6,179.8,Rainy
2023-06-05,Ahmedabad,34.4,37,1026,6.8,16.0,Cloudy
2023-06-06,Jaipur,36.0,81,1040,12.8,181.0,Cloudy
2023-06-07,Bangalore,37.6,30,980,15.6,156.3,Cloudy
2023-06-08,Chennai,39.4,33,1004,0.4,155.2,Stormy
2023-06-09,Kolkata,21.8,87,1008,6.8,156.2,Rainy
2023-06-10,Pune,19.9,82,1005,12.0,132.1,Foggy
2023-06-11,Kolkata,19.7,83,987,14.1,25.6,Cloudy
2023-06-12,Chennai,29.2,99,1050,15.2,120.7,Cloudy
2023-06-13,Jaipur,42.6,36,982,6.9,78.6,Stormy
2023-06-14,Kolkata,24.9,100,1036,5.8,101.1,Stormy
2023-06-15,Delhi,34.8,51,988,7.3,183.6,Rainy
2023-06-16,Nagpur,32.7,47,981,17.9,79.7,Cloudy
2023-06-17,Ahmedabad,37.2,76,983,15.9,109.6,Foggy
2023-06-18,Chennai,44.1,58,1010,14.0,157.8,Rainy
2023-06-19,Ahmedabad,30.7,84,1048,2.1,160.9,Cloudy
2023-06-20,Pune,31.6,61,980,9.3,189.2,Foggy
2023-06-21,Kolkata,30.8,44,997,23.5,17.7,Foggy
2023-06-22,Nagpur,33.0,63,1030,8.4,135.5,Foggy
2023-06-23,Jaipur,23.4,99,1032,20.4,122.2,Cloudy
2023-06-24,Chennai,21.2,95,980,15.3,21.1,Cloudy
2023-06-25,Hyderabad,44.9,100,1049,14.9,133.8,Rainy
2023-06-26,Nagpur,36.3,96,1030,24.2,38.0,Sunny
2023-06-27,Chennai,29.0,77,1028,7.6,36.2,Rainy
2023-06-28,Nagpur,31.0,52,1042,3.0,30.6,Rainy
2023-06-29,Jaipur,33.7,54,1027,19.0,150.4,Foggy
2023-06-30,Nagpur,29.8,77,989,10.9,104.5,Rainy
2023-07-01,Kolkata,33.3,100,1002,3.8,85.2,Stormy
2023-07-02,Chennai,22.7,83,1025,10.7,39.7,Stormy
2023-07-03,Jaipur,25.8,30,1012,12.9,80.5,Stormy
2023-07-04,Delhi,16.6,54,982,15.8,103.1,Stormy
2023-07-05,Chennai,18.0,77,1042,21.2,63.6,Sunny
2023-07-06,Ahmedabad,31.5,20,1044,7.4,136.0,Rainy
2023-07-07,Kolkata,22.4,100,1033,16.1,103.7,Rainy
2023-07-08,Mumbai,28.6,32,1048,1.0,188.6,Stormy
2023-07-09,Nagpur,25.8,42,982,11.5,134.6,Stormy
2023-07-10,Kolkata,39.0,83,997,10.2,141.6,Stormy
2023-07-11,Bangalore,31.3,75,1008,20.0,10.2,Cloudy
2023-07-12,Kolkata,32.0,66,1019,4.7,140.1,Cloudy
2023-07-13,Jaipur,26.3,20,997,14.9,42.0,Stormy
2023-07-14,Delhi,33.0,32,1029,4.6,7.9,Cloudy
2023-07-15,Kolkata,37.2,41,1033,8.4,194.8,Sunny
2023-07-16,Kolkata,35.6,100,1013,21.8,133.4,Stormy
2023-07-17,Delhi,24.3,26,1009,7.8,165.9,Rainy
2023-07-18,Mumbai,34.7,52,986,7.9,164.6,Foggy
2023-07-19,Bangalore,32.4,39,1042,23.2,63.0,Sunny
2023-07-20,Nagpur,21.0,24,983,14.6,119.1,Foggy
2023-07-21,Pune,44.6,91,1037,10.3,45.7,Rainy
2023-07-22,Hyderabad,17.5,38,981,21.5,127.6,Sunny
2023-07-23,Kolkata,21.9,23,994,12.0,48.6,Foggy
2023-07-24,Bangalore,25.7,60,1031,8.1,24.5,Cloudy
2023-07-25,Nagpur,19.8,58,1029,11.6,95.3,Rainy
2023-07-26,Nagpur,38.4,89,1050,9.9,44.7,Foggy
2023-07-27,Bangalore,29.7,44,1021,12.6,178.6,Foggy
2023-07-28,Chennai,25.1,93,985,9.4,135.2,Cloudy
2023-07-29,Nagpur,23.1,75,1004,11.9,22.8,Sunny
2023-07-30,Nagpur,18.3,55,1003,1.2,168.2,Sunny
2023-07-31,Nagpur,36.6,49,982,0.4,197.9,Cloudy
2023-08-01,Mumbai,18.2,54,1048,14.5,121.2,Rainy
2023-08-02,Ahmedabad,34.5,36,1036,4.9,117.7,Foggy
2023-08-03,Bangalore,18.9,46,987,15.9,42.3,Foggy
2023-08-04,Nagpur,15.4,68,1044,4.7,107.2,Rainy
2023-08-05,Pune,43.0,79,1028,15.6,94.7,Cloudy
2023-08-06,Nagpur,29.5,30,1017,3.8,84.0,Stormy
2023-08-07,Nagpur,37.6,100,1040,1.4,70.5,Cloudy
2023-08-08,Pune,23.7,29,1007,17.2,192.2,Cloudy
2023-08-09,Pune,31.5,99,1043,7.5,104.3,Foggy
2023-08-10,Jaipur,18.7,27,1037,5.5,57.8,Sunny
2023-08-11,Hyderabad,39.1,51,1014,14.2,84.1,Foggy
2023-08-12,Chennai,37.7,100,1016,3.0,191.4,Foggy
2023-08-13,Delhi,42.8,80,1031,5.8,115.9,Foggy
2023-08-14,Mumbai,40.7,82,1037,7.7,34.9,Foggy
2023-08-15,Hyderabad,42.9,58,1025,7.9,111.6,Stormy
2023-08-16,Jaipur,30.2,69,1003,7.6,166.8,Cloudy
2023-08-17,Hyderabad,43.4,33,1039,24.0,118.7,Cloudy
2023-08-18,Hyderabad,34.8,80,1037,23.0,179.2,Rainy
2023-08-19,Hyderabad,39.2,67,1030,7.9,6.9,Stormy
2023-08-20,Jaipur,32.5,44,981,5.3,107.0,Stormy
2023-08-21,Chennai,29.7,57,1023,23.5,26.2,Stormy
2023-08-22,Ahmedabad,19.1,68,1036,4.6,62.4,Foggy
2023-08-23,Kolkata,25.3,52,1039,15.8,150.3,Stormy
2023-08-24,Hyderabad,22.2,72,1010,22.6,75.8,Rainy
2023-08-25,Pune,27.0,82,1024,2.9,59.3,Foggy
2023-08-26,Delhi,15.5,85,999,5.0,45.9,Foggy
2023-08-27,Chennai,33.3,88,1014,9.2,165.8,Rainy
2023-08-28,Nagpur,43.0,68,1029,10.5,17.9,Rainy
2023-08-29,Mumbai,36.9,52,1038,3.2,167.6,Foggy
2023-08-30,Kolkata,15.6,23,1040,16.2,39.0,Foggy
2023-08-31,Mumbai,15.8,39,1017,11.2,158.4,Stormy
2023-09-01,Delhi,36.2,42,999,8.1,88.0,Stormy
2023-09-02,Ahmedabad,25.8,95,1027,4.5,160.7,Cloudy
2023-09-03,Chennai,18.7,31,996,20.3,87.2,Cloudy
2023-09-04,Jaipur,21.5,84,989,1.5,198.5,Cloudy
2023-09-05,Mumbai,39.4,32,1040,7.1,83.2,Stormy
2023-09-06,Ahmedabad,25.9,39,1041,10.2,15.4,Cloudy
2023-09-07,Ahmedabad,32.4,49,1017,7.4,89.6,Stormy
2023-09-08,Ahmedabad,33.5,97,1027,16.2,171.5,Stormy
2023-09-09,Mumbai,29.4,91,1048,17.3,182.6,Foggy
2023-09-10,Kolkata,37.0,25,1010,4.0,23.3,Rainy
2023-09-11,Kolkata,40.7,81,990,7.6,61.5,Rainy
2023-09-12,Pune,25.2,26,1012,21.7,166.7,Foggy
2023-09-13,Delhi,20.8,43,1028,5.8,145.9,Sunny
2023-09-14,Bangalore,22.8,55,1049,24.1,31.9,Sunny
2023-09-15,Hyderabad,21.0,58,987,21.5,31.6,Sunny
2023-09-16,Bangalore,38.1,43,1049,18.8,150.1,Stormy
2023-09-17,Nagpur,19.3,44,1039,24.2,78.3,Foggy
2023-09-18,Ahmedabad,29.0,40,1037,18.4,21.0,Foggy
2023-09-19,Kolkata,39.9,97,996,12.7,38.1,Stormy
2023-09-20,Jaipur,36.6,99,1039,0.6,158.6,Rainy
2023-09-21,Jaipur,38.6,63,1038,7.1,62.1,Foggy
2023-09-22,Nagpur,25.3,90,1045,11.7,62.4,Sunny
2023-09-23,Nagpur,22.4,64,1044,20.8,13.7,Foggy
2023-09-24,Mumbai,43.9,99,1047,8.3,147.9,Foggy
2023-09-25,Chennai,17.4,66,1014,2.7,167.4,Foggy
2023-09-26,Hyderabad,16.3,95,1029,18.7,188.1,Cloudy
2023-09-27,Bangalore,34.2,26,1002,1.4,182.9,Sunny
2023-09-28,Ahmedabad,37.5,82,1041,21.2,195.0,Stormy
2023-09-29,Mumbai,43.9,47,985,9.7,64.4,Cloudy
2023-09-30,Nagpur,30.9,60,997,16.9,41.4,Sunny
2023-10-01,Chennai,43.2,86,1004,7.0,195.6,Sunny
2023-10-02,Delhi,15.7,82,1042,5.6,178.6,Cloudy
2023-10-03,Pune,20.2,47,991,14.6,137.1,Foggy
2023-10-04,Jaipur,21.4,36,1023,7.5,69.2,Rainy
2023-10-05,Mumbai,29.3,34,982,2.3,134.9,Foggy
2023-10-06,Nagpur,32.7,74,991,23.7,134.2,Sunny
2023-10-07,Nagpur,24.0,48,1006,22.6,125.1,Cloudy
2023-10-08,Kolkata,21.9,84,1041,9.9,133.8,Cloudy
2023-10-09,Pune,37.6,78,1016,11.3,147.4,Cloudy
2023-10-10,Pune,40.2,48,996,6.1,78.7,Stormy
2023-10-11,Ahmedabad,27.4,92,1013,13.4,147.0,Cloudy
2023-10-12,Kolkata,17.9,43,997,13.3,173.3,Cloudy
2023-10-13,Pune,27.7,67,1009,17.4,161.1,Foggy
2023-10-14,Nagpur,19.8,47,1007,1.8,181.9,Foggy
2023-10-15,Chennai,30.6,86,1018,9.7,187.1,Cloudy
2023-10-16,Ahmedabad,32.0,61,1015,5.3,115.8,Foggy
2023-10-17,Hyderabad,28.1,90,1015,18.4,37.7,Cloudy
2023-10-18,Bangalore,36.8,24,1028,21.6,86.8,Rainy
2023-10-19,Mumbai,29.4,66,1045,21.7,167.7,Sunny
2023-10-20,Hyderabad,39.2,30,1039,18.8,198.5,Rainy
2023-10-21,Ahmedabad,18.3,47,1043,12.0,76.7,Stormy
2023-10-22,Jaipur,29.5,32,989,14.4,184.4,Cloudy
2023-10-23,Pune,30.0,75,1011,7.9,32.2,Cloudy
2023-10-24,Mumbai,30.7,96,1022,19.4,180.0,Stormy
2023-10-25,Bangalore,38.1,68,1042,12.7,45.5,Sunny
2023-10-26,Delhi,34.7,59,1046,17.8,40.8,Stormy
2023-10-27,Ahmedabad,16.1,50,987,5.4,103.3,Foggy
2023-10-28,Kolkata,43.0,33,1004,13.1,6.9,Stormy
2023-10-29,Bangalore,15.2,41,989,16.4,78.5,Foggy
2023-10-30,Kolkata,28.6,28,1038,11.1,39.5,Sunny
2023-10-31,Ahmedabad,22.7,31,993,4.2,54.8,Cloudy
2023-11-01,Mumbai,37.7,29,1046,19.5,62.2,Sunny
2023-11-02,Jaipur,30.6,84,995,18.2,159.0,Stormy
2023-11-03,Kolkata,42.7,40,1019,11.5,126.3,Foggy
2023-11-04,Mumbai,22.6,65,1011,16.2,186.4,Rainy
2023-11-05,Delhi,23.7,95,995,21.9,154.1,Stormy
2023-11-06,Nagpur,31.9,71,1005,23.8,2.9,Sunny
2023-11-07,Bangalore,35.4,37,1036,11.4,47.1,Rainy
2023-11-08,Kolkata,32.6,46,1021,6.1,37.7,Sunny
2023-11-09,Ahmedabad,40.2,47,981,4.7,68.8,Stormy
2023-11-10,Hyderabad,26.7,26,998,23.6,150.1,Sunny
2023-11-11,Pune,21.1,63,1008,1.3,8.0,Rainy
2023-11-12,Hyderabad,22.6,100,994,23.1,103.1,Rainy
2023-11-13,Hyderabad,29.5,66,1016,18.0,62.4,Sunny
2023-11-14,Hyderabad,31.2,27,995,12.4,155.0,Stormy
2023-11-15,Pune,18.0,49,1035,13.3,173.4,Sunny
2023-11-16,Bangalore,30.5,50,1050,9.2,115.4,Stormy
